Date,Hour,optimized_Power Transport Vehicles,optimized_Set Point,optimized_Number of Active Chillers,optimized_Standby Power Down,optimized_Active Printers,optimized_Active Coffee Machines,optimized_Number of Servers,optimized_Number of Network Switches (PoE),optimized_Number of Network Switches (Non-PoE),optimized_Number of HDDs,optimized_Number of SSDs,optimized_Compressor Energy,optimized_Technological Centers Energy,optimized_Chiller Energy,optimized_Data Center Energy,optimized_Production Energy,optimized_UTA Energy,optimized_Office Energy,optimized_Total Cost
2023-06-01,0,22.0653953576148,21.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0087148141884623,1.001111781421466,0.22177460436345,0.4225622146,0.0,0.478906250545761,0.260390351474399,410.70015231176814
2023-06-01,1,-0.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,16.339982577741058,30.909300996301734,0.643419433294238,0.4225622146,77.7564081689009,42.7429464123704,2.80307555391652,410.70015231176814
2023-06-01,2,-0.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,16.49120596755338,28.756900442678106,0.511488653370165,0.4225622146,53.5209344086445,35.4208552873443,1.84300478298505,410.70015231176814
2023-06-01,3,-0.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,16.46538111411299,28.556673821103992,0.656969618253836,0.4225622146,12.5717358938725,31.3093701280905,2.93141496948445,410.70015231176814
2023-06-01,4,-0.0,21.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,17.650719928180095,28.55667473454002,0.239576095617256,0.4225622146,79.7047320005474,44.9819415692767,4.99406478646084,410.70015231176814
2023-06-01,5,-0.0,22.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,17.27256484509443,28.3814829245766,0.0612116180131288,0.4225622146,21.0781059102585,30.021483418873,2.4372107244732,410.70015231176814
2023-06-01,6,-0.0,23.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,27.86373862641084,29.707961228711977,0.0945093205173535,0.4225622146,82.0552922396455,34.2471328995409,3.29727979892778,410.70015231176814
2023-06-01,7,-0.0,24.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,52.271777270912494,27.355346052763515,0.267591385903284,0.4225622146,102.00519743217,42.1143408197227,4.49986054144959,410.70015231176814
2023-06-01,8,-0.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,55.47421069104132,28.356455487658565,0.50791691110571,0.4225622146,111.537300191844,37.9996630504008,3.41145035495019,410.70015231176814
2023-06-01,9,-0.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,54.66702324540359,28.857011140634327,1.57471464602719,0.4225622146,119.417817711166,35.4754589104805,4.86572537089291,410.70015231176814
2023-06-01,10,-0.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,54.03701906470076,29.958233484399987,2.57468869941865,0.4225622146,105.46394841882,38.2030415313422,7.04254574389171,410.70015231176814
2023-06-01,11,-0.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,44.25336098631783,28.731873369514773,3.43408546320837,0.4225622146,78.3156931567024,31.1607633954742,4.86572537089291,410.70015231176814
2023-06-01,12,-0.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,54.08753853906763,30.233539325577823,4.08692898753674,0.4225622146,146.568484184259,39.7452650912269,5.82579614182438,410.70015231176814
2023-06-01,13,-0.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,54.94463624131583,29.73298335632551,4.50009528419345,0.4225622146,100.21751337191,24.9278579632285,5.47410017192658,410.70015231176814
2023-06-01,14,-0.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,55.65073779934925,30.158455415993192,4.64058658061222,0.4225622146,123.560253070984,34.4487610434673,4.25735056985925,410.70015231176814
2023-06-01,15,-0.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,51.086701100008455,31.38481601814656,4.50010593743391,0.4225622146,104.470714559556,29.7795180710184,3.763146324848,410.70015231176814
2023-06-01,16,-0.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,56.55856074911087,30.533872119694976,4.08689496605151,0.4225622146,88.247684881998,31.0035724210649,2.32304016845079,410.70015231176814
2023-06-01,17,-0.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,56.079429825090806,31.284705013124693,3.43401812737969,0.4225622146,107.551842578777,31.8980714197598,4.86572537089291,410.70015231176814
2023-06-01,18,-0.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,52.37274453250919,29.45767819958898,2.5745302534702,0.4225622146,152.660586351789,40.806154432397,8.0167853743687,410.70015231176814
2023-06-01,19,-0.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,44.27851769982827,30.008288960585062,1.57454265205603,0.4225622146,114.216109230539,33.5832090617077,5.34576075635865,410.70015231176814
2023-06-01,20,-0.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,56.65938140267981,32.58614868751368,0.508442021576904,0.4225622146,88.4325257263328,27.5732350369328,3.28311093938226,410.70015231176814
2023-06-01,21,-0.0,24.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,56.86110279957373,31.009399576758305,0.268776039993327,0.4225622146,110.621720721917,38.641359072014,4.99406478646084,410.70015231176814
2023-06-01,22,-0.0,23.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,55.726413990638946,32.46100988420612,0.0952251589015454,0.4225622146,85.6653925421449,32.5232075773612,3.89148574041592,410.70015231176814
2023-06-01,23,-0.0,22.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,17.27266309722623,28.48159540177569,0.0621687268430122,0.4225622146,134.153468686278,46.3216579762332,4.86572537089291,410.70015231176814
2023-06-02,0,-0.0,21.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,19.291670825033773,27.880963112589555,0.188645276706755,0.4225622146,22.1954211003633,19.0345416663087,1.23462998195139,211.516764765742
2023-06-02,1,-0.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,18.83636880640085,27.70574591328486,0.635141028712276,0.4225622146,3.61528879759894,2.22449737890467,0.260390351474399,211.516764765742
2023-06-02,2,-0.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,17.020740105141524,27.73076213271322,0.511481063969136,0.4225622146,35.4619754838771,1.91628778686973,1.3488005379738,211.516764765742
2023-06-02,3,-0.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,16.591456007814745,28.131201906153404,0.648707671218283,0.4225622146,33.6361790288025,0.18726729126764,2.19470075288286,211.516764765742
2023-06-02,4,-0.0,21.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,17.953303699005822,26.6295371757678,0.206530265490592,0.4225622146,49.9376533995291,2.72223252315714,2.32304016845079,211.516764765742
2023-06-02,5,-0.0,21.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,18.104673809416855,27.05501150041264,0.821621198599455,0.4225622146,103.192186388225,7.43720361966547,3.77731518439351,211.516764765742
2023-06-02,6,-0.0,22.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,16.44086659419179,25.10285182173454,0.797038539021159,0.4225622146,30.6305523633348,1.44297325221846,1.3488005379738,211.516764765742
2023-06-02,7,-0.0,24.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,8.926294816582883,23.951570148668836,0.0774751451110767,0.4225622146,12.7020935859667,1.04254003974072,1.84300478298505,211.516764765742
2023-06-02,8,-0.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,8.994386797493906,25.778595897871742,0.259962549692396,0.4225622146,5.48283223372148,22.6587120245238,2.56555014004113,211.516764765742
2023-06-02,9,-0.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,6.482883614794921,27.655678499914504,1.26893781976098,0.4225622146,6.29301699816856,31.4389518232334,1.3488005379738,211.516764765742
2023-06-02,10,-0.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,6.404761009479679,27.004957334726956,2.20280148686046,0.4225622146,44.174692661094,34.1097532001394,3.77731518439351,211.516764765742
2023-06-02,11,-0.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,9.186039548916018,26.103958122303524,3.00434386985157,0.4225622146,31.7374001317256,35.0173076051613,1.95717533900746,211.516764765742
2023-06-02,12,-0.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,6.477896807301567,26.70462455330472,3.62412760020908,0.4225622146,63.4941488329163,34.3748618847519,1.84300478298505,211.516764765742
