Time,Real Values,Forecasting Values
2023-06-01 00:00:00,9.26078039150935,0.0
2023-06-01 01:00:00,4.736484115517862,11.078916530774631
2023-06-01 02:00:00,4.956417863645759,3.7231676995556082
2023-06-01 03:00:00,8.493866673677843,5.162315339579053
2023-06-01 04:00:00,7.2118945831249786,9.049066405649429
2023-06-01 05:00:00,6.439271990663253,7.968234843345401
2023-06-01 06:00:00,9.376348486215988,5.510599113360808
2023-06-01 07:00:00,7.701920121029925,9.834054239648976
2023-06-01 08:00:00,7.422870449943522,7.561133778723734
2023-06-01 09:00:00,8.823338873549902,7.65358088867454
2023-06-01 10:00:00,6.712468577277051,8.855086466254098
2023-06-01 11:00:00,10.531881932953251,6.600140083227567
2023-06-01 12:00:00,4.170625694284775,10.441349173808302
2023-06-01 13:00:00,8.60919960713013,4.242482081958941
2023-06-01 14:00:00,10.11325590798455,8.588412161242395
2023-06-01 15:00:00,4.495522092464394,10.140542931398043
2023-06-01 16:00:00,6.558919878959959,4.474382266180986
2023-06-01 17:00:00,9.511913655061027,6.552668306497268
2023-06-01 18:00:00,9.5465108050957,9.540764802825631
2023-06-01 19:00:00,6.893553349200909,9.55868747215511
2023-06-01 20:00:00,5.767202362623668,6.885033562216271
2023-06-01 21:00:00,9.166507556013853,5.768298235176407
2023-06-01 22:00:00,9.653393998921688,9.165317574365275
2023-06-01 23:00:00,4.993151819483577,9.66262371628428
2023-06-02 00:00:00,0.0,2.479904454056562
2023-06-02 01:00:00,0.5409701708419163,0.17761277080241222
2023-06-02 02:00:00,1.3496303577668751,0.2655671051600166
2023-06-02 03:00:00,0.0,1.4366443651750225
2023-06-02 04:00:00,1.4508535829769102,0.0579126185665888
2023-06-02 05:00:00,0.0,1.674278379944294
2023-06-02 06:00:00,0.0,0.0
2023-06-02 07:00:00,4.7202666025080315,0.04368189028555336
2023-06-02 08:00:00,7.539399616409289,4.62799640701829
2023-06-02 09:00:00,6.86125540359017,7.776057508825808
2023-06-02 10:00:00,5.113820157439059,6.880146676696582
2023-06-02 11:00:00,3.7816373716254503,5.0241531620864865
2023-06-02 12:00:00,6.38475771464729,3.7438247553271147
2023-06-02 13:00:00,9.172064143932685,6.486005662572681
2023-06-02 14:00:00,9.843919076023205,9.149131887675763
2023-06-02 15:00:00,9.720519486503957,9.867481477069965
2023-06-02 16:00:00,5.704227967242469,9.676501004799215
2023-06-02 17:00:00,5.037680070966321,5.698267916963507
2023-06-02 18:00:00,8.342884788530574,5.053117843348559
2023-06-02 19:00:00,8.624338422110371,8.351884582769706
2023-06-02 20:00:00,8.154477609315512,8.612130820926671
2023-06-02 21:00:00,3.375763094220086,8.154124365249599
2023-06-02 22:00:00,0.18391513597707387,3.3745763399496838
2023-06-02 23:00:00,0.03424521454337559,0.18474331791864484
2023-06-03 00:00:00,1.0680591843761866,0.02462453924396879
2023-06-03 01:00:00,1.6246192480453172,1.4111526345074057
2023-06-03 02:00:00,0.3798684195075446,1.5433820469536887
2023-06-03 03:00:00,0.7547381241574307,0.40962195319256156
2023-06-03 04:00:00,0.26199685973442,0.8489443101077156
2023-06-03 05:00:00,1.460790987242936,0.34564689637100976
2023-06-03 06:00:00,0.7179972459940336,1.5482452917881946
2023-06-03 07:00:00,0.22419354714116002,0.7920459425197188
2023-06-03 08:00:00,0.0,0.258170340095935
2023-06-03 09:00:00,0.25258737292530586,0.05137348265341268
2023-06-03 10:00:00,1.0619009847251348,0.31116956421057207
2023-06-03 11:00:00,0.6272167208083341,1.1468477180354637
2023-06-03 12:00:00,0.8516573595308512,0.6919488599030086
2023-06-03 13:00:00,2.77363910940522,0.9296828651135602
2023-06-03 14:00:00,0.6225937885053865,2.9360309044412736
2023-06-03 15:00:00,0.0,0.6948592118180292
2023-06-03 16:00:00,1.8576703788630549,0.04152842159882586
2023-06-03 17:00:00,0.0,1.977187213622297
2023-06-03 18:00:00,0.0,0.04258615865497695
2023-06-03 19:00:00,0.7644127564867236,0.04287515442082901
2023-06-03 20:00:00,1.1237024264822484,0.8397938285510673
2023-06-03 21:00:00,0.0,1.2137599578904417
2023-06-03 22:00:00,0.0,0.042239077823477134
2023-06-03 23:00:00,0.0,0.04262267549650889
2023-06-04 00:00:00,4.580695296344451,0.0
2023-06-04 01:00:00,9.268470993522827,3.988699474578784
2023-06-04 02:00:00,8.798809208415173,8.863149976662132
2023-06-04 03:00:00,7.338508240925783,7.745340454477388
2023-06-04 04:00:00,6.316488628809493,6.939205010389841
2023-06-04 05:00:00,4.6819761005366525,5.746976349954583
2023-06-04 06:00:00,10.19903111682215,4.126043374664716
2023-06-04 07:00:00,8.547411880171827,9.448359631006799
2023-06-04 08:00:00,5.918185989049557,7.822943592526602
2023-06-04 09:00:00,8.725494789008263,5.369775861043016
2023-06-04 10:00:00,7.141325712265491,8.004169365357214
2023-06-04 11:00:00,6.703031103346323,6.474000424896788
2023-06-04 12:00:00,8.102444766212857,6.111354235057436
2023-06-04 13:00:00,5.613339999496123,7.4196495081769225
2023-06-04 14:00:00,6.413346300645091,5.093912550198207
2023-06-04 15:00:00,7.339258627720664,5.839536242789858
2023-06-04 16:00:00,6.2240736431757515,6.6926147072449504
2023-06-04 17:00:00,8.588283491543642,5.6625769877599295
2023-06-04 18:00:00,10.997291759052587,7.852426079786516
2023-06-04 19:00:00,5.619400116513441,10.067189880793725
2023-06-04 20:00:00,3.7706087470572207,5.105233269293469
2023-06-04 21:00:00,3.1109475257439954,3.40179480447496
2023-06-04 22:00:00,6.325024820583081,2.792647846357298
2023-06-04 23:00:00,2.5316536329543293,5.758461684942019
2023-06-05 00:00:00,3.405318469343568,2.4363075725861605
2023-06-05 01:00:00,3.268361332292818,3.551932290826029
2023-06-05 02:00:00,0.0,3.297047609846528
2023-06-05 03:00:00,1.9830772076133973,0.06980068948387297
2023-06-05 04:00:00,7.064051012578215,2.1708654769176348
2023-06-05 05:00:00,7.294828723261711,6.897971889865542
2023-06-05 06:00:00,6.335157309463189,7.624803201075032
2023-06-05 07:00:00,3.867983295587946,6.5940716704743485
2023-06-05 08:00:00,8.265261042038347,4.032347981413391
2023-06-05 09:00:00,9.8843689687312,8.594346255064124
2023-06-05 10:00:00,7.892011917977419,10.133291915363344
2023-06-05 11:00:00,5.609439374003294,8.134697193605843
2023-06-05 12:00:00,7.321126040775953,5.85128503978967
2023-06-05 13:00:00,4.373154018141676,7.5713902178643
2023-06-05 14:00:00,9.234872128717841,4.536695694374763
2023-06-05 15:00:00,7.28263937009933,9.537969687657533
2023-06-05 16:00:00,3.7137992475021306,7.529179234362376
2023-06-05 17:00:00,6.748266837683418,3.863793440068668
2023-06-05 18:00:00,8.271695738695508,6.988240397420465
2023-06-05 19:00:00,6.570449308026343,8.549159073438739
2023-06-05 20:00:00,6.621433342284736,6.801576347839577
2023-06-05 21:00:00,4.756080253476692,6.854100372301779
2023-06-05 22:00:00,7.813317161861185,4.933230399424209
2023-06-05 23:00:00,2.5927042955745696,8.08392340859467
2023-06-06 00:00:00,0.0,2.6999860791609263
2023-06-06 01:00:00,2.278742608274771,0.0
2023-06-06 02:00:00,4.983556780756266,2.205569504959621
2023-06-06 03:00:00,4.86612301543873,4.6521025068406745
