Time,Real Values,Forecasting Values
2023-06-01 00:00:00,3.7304811421966737,-0.08241186702790915
2023-06-01 01:00:00,3.532319225978598,2.0553508929350914
2023-06-01 02:00:00,1.7291974240857382,2.2238067690322914
2023-06-01 03:00:00,1.426046718361759,0.3243243694598861
2023-06-01 04:00:00,3.8608722305073138,0.3163677915232219
2023-06-01 05:00:00,2.740441458734948,2.156029254570701
2023-06-01 06:00:00,2.383135986470089,1.3691263687688608
2023-06-01 07:00:00,3.79909811953619,1.0145771625950548
2023-06-01 08:00:00,4.472427498653852,2.227964939969439
2023-06-01 09:00:00,5.654573913167634,2.7947738426966757
2023-06-01 10:00:00,5.340852993145534,3.8475247612117647
2023-06-01 11:00:00,3.7122393926237423,3.507464940944777
2023-06-01 12:00:00,6.303951618949619,2.1669981126383364
2023-06-01 13:00:00,3.007152349208683,4.352432677303061
2023-06-01 14:00:00,4.545075236799927,1.5587645357394235
2023-06-01 15:00:00,4.887704735476575,2.8660101339192137
2023-06-01 16:00:00,2.6248723920645616,3.1548923904416615
2023-06-01 17:00:00,4.895091565890324,1.2305610381783167
2023-06-01 18:00:00,5.317511523816525,3.1652909788446086
2023-06-01 19:00:00,5.454737908197454,3.5202926086702355
2023-06-01 20:00:00,3.30006058969144,3.6387092215937455
2023-06-01 21:00:00,2.5082300551345864,1.8057341497194717
2023-06-01 22:00:00,4.0782842953911835,1.132660306531525
2023-06-01 23:00:00,3.348264690030337,2.468036277190764
2023-06-02 00:00:00,1.0,2.07619701710905
2023-06-02 01:00:00,1.02751363428628,-0.1816280013597955
2023-06-02 02:00:00,2.548318235486523,-0.06176035361334209
2023-06-02 03:00:00,2.8030518259758073,0.9514569772481509
2023-06-02 04:00:00,1.9205026135528347,1.5890202179771284
2023-06-02 05:00:00,3.47882692664135,0.5696726118362787
2023-06-02 06:00:00,2.410861217896386,2.0087444825612106
2023-06-02 07:00:00,1.0,1.0377802572117312
2023-06-02 08:00:00,1.8202925475448744,-0.15003730138661386
2023-06-02 09:00:00,3.506294086752551,0.5447185861487376
2023-06-02 10:00:00,2.9141884353561234,2.006439873094631
2023-06-02 11:00:00,2.055108596647533,1.4597352605858127
2023-06-02 12:00:00,1.5554249736599237,0.7536439547525
2023-06-02 13:00:00,2.8190856537057525,0.3208320416920809
2023-06-02 14:00:00,4.017166027705017,1.399265939752087
2023-06-02 15:00:00,4.337499729046556,2.4174753496912706
2023-06-02 16:00:00,3.9694744985811123,2.6878150055604726
2023-06-02 17:00:00,1.9064988322669352,2.373765883108073
2023-06-02 18:00:00,1.0,0.6225555136405263
2023-06-02 19:00:00,2.5783489463397893,-0.14977932227180857
2023-06-02 20:00:00,2.471431975500212,1.193014889086439
2023-06-02 21:00:00,2.1790208285456405,1.1015802184401515
2023-06-02 22:00:00,1.0,0.8530746616642226
2023-06-02 23:00:00,1.0,-0.14948526930028883
2023-06-03 00:00:00,1.5545615237243413,0.34115032218660923
2023-06-03 01:00:00,2.391237055779479,0.5884197735382564
2023-06-03 02:00:00,2.626606699846412,1.8657681076623787
2023-06-03 03:00:00,2.2526929845865586,1.5063921291659526
2023-06-03 04:00:00,2.1058750357957887,1.3860378302992031
2023-06-03 05:00:00,1.6076583093602594,1.3263100464037603
2023-06-03 06:00:00,2.320244643476478,0.7741153339105129
2023-06-03 07:00:00,1.9285465249707776,1.4249229273677444
2023-06-03 08:00:00,1.592939985390526,1.0551518921721121
2023-06-03 09:00:00,1.5209616342931491,0.6930836093774935
2023-06-03 10:00:00,2.053568751585944,0.6553864184634317
2023-06-03 11:00:00,2.3354179934411787,1.2017956242115022
2023-06-03 12:00:00,2.0513052099011158,1.4850514231903862
2023-06-03 13:00:00,2.5528800294533065,1.1899304601574445
2023-06-03 14:00:00,3.183812704345822,1.743448151544893
2023-06-03 15:00:00,2.007821834430848,2.415553365993682
2023-06-03 16:00:00,1.0297780716321239,1.1503966332165727
2023-06-03 17:00:00,2.776547301796124,0.10027168180745272
2023-06-03 18:00:00,1.0,1.9737252293798035
2023-06-03 19:00:00,1.0,0.07219841341303623
2023-06-03 20:00:00,2.2133091482769247,0.07131536778153946
2023-06-03 21:00:00,2.3128908461318733,1.3690191614496738
2023-06-03 22:00:00,1.0,1.4762519233690057
2023-06-03 23:00:00,1.3090565149897084,0.07110974548587912
2023-06-04 00:00:00,1.1392240358540286,0.4418678695756624
2023-06-04 01:00:00,1.5154222278371698,-0.0989535269618741
2023-06-04 02:00:00,2.9094844691148465,0.2632161807879121
2023-06-04 03:00:00,2.8736060001850445,1.6706913856565464
2023-06-04 04:00:00,1.8628607022269277,1.421427347268522
2023-06-04 05:00:00,1.5171838160979028,0.6831753823323454
2023-06-04 06:00:00,1.7562500870790154,0.3190802104631143
2023-06-04 07:00:00,5.020852072810688,0.49390621576832094
2023-06-04 08:00:00,4.718761730527968,3.4427378099118515
2023-06-04 09:00:00,4.360669503930259,3.135353766621553
2023-06-04 10:00:00,5.28861850794452,2.7903189381851803
2023-06-04 11:00:00,3.6296311359810183,3.6226034147051553
2023-06-04 12:00:00,4.527192632877311,2.1532539158346524
2023-06-04 13:00:00,4.683770797749966,2.9578779260204766
2023-06-04 14:00:00,3.6872588889482043,3.098138332369575
2023-06-04 15:00:00,3.37437506406211,2.211181546349478
2023-06-04 16:00:00,4.684813182975159,1.942746098914804
2023-06-04 17:00:00,4.512122008896535,3.089246253475319
2023-06-04 18:00:00,5.2069246675179075,2.9377317503366935
2023-06-04 19:00:00,5.201139645782762,3.5456449096999085
2023-06-04 20:00:00,2.086169018097065,3.5364971549093394
2023-06-04 21:00:00,1.9793151684190604,0.8198178457364955
2023-06-04 22:00:00,1.0460380241478826,0.7275824281886838
2023-06-04 23:00:00,2.4012817878381876,-0.08717193565692416
2023-06-05 00:00:00,1.3622669512374401,0.9019237935091884
2023-06-05 01:00:00,2.4035394578672014,0.2836241236212864
2023-06-05 02:00:00,3.0486762017162445,1.4452144671165916
2023-06-05 03:00:00,1.0,2.0744664180141577
2023-06-05 04:00:00,1.0,0.05966416229267524
2023-06-05 05:00:00,3.750313262568177,0.029905589732366122
2023-06-05 06:00:00,3.625463157708798,2.498040236356097
2023-06-05 07:00:00,2.236013201737827,2.768148263836335
2023-06-05 08:00:00,2.9105104150533925,1.2848289746731463
2023-06-05 09:00:00,6.0183230766789,1.9393517053942269
2023-06-05 10:00:00,5.814794480461334,5.051077374976005
2023-06-05 11:00:00,4.751375932333244,4.816137995241473
2023-06-05 12:00:00,3.5474994301045117,3.8050212340459284
2023-06-05 13:00:00,3.484064640191043,2.612505618906311
2023-06-05 14:00:00,2.7189419725515087,2.5020786592112705
2023-06-05 15:00:00,4.216763633713654,1.7375585763674763
2023-06-05 16:00:00,4.52196663265994,3.2548170349992738
2023-06-05 17:00:00,3.137114201761782,3.5688586291707614
2023-06-05 18:00:00,3.8368307002174014,2.1697615793153546
2023-06-05 19:00:00,3.9455662892666643,2.8687246121073393
2023-06-05 20:00:00,2.9102043272474187,2.9774489163100126
2023-06-05 21:00:00,2.5513046085544104,1.9386116842830594
2023-06-05 22:00:00,1.11027345395695,1.575720165802804
2023-06-05 23:00:00,2.7989870194258053,0.12041988407624626
2023-06-06 00:00:00,1.3641888683137335,1.8044456395549902
2023-06-06 01:00:00,1.0,0.2309449734456679
2023-06-06 02:00:00,2.604951577746151,-0.07769143512076604
2023-06-06 03:00:00,2.998129872206979,1.4395477449214753
2023-06-06 04:00:00,1.561478251607519,1.7574831598990728
2023-06-06 05:00:00,4.674365624922967,0.4791497144570691
2023-06-06 06:00:00,3.166743950250288,3.3326303305589153
2023-06-06 07:00:00,2.873142085986965,1.9216333169051976
2023-06-06 08:00:00,4.067384309019426,1.6836289172021885
2023-06-06 09:00:00,5.296919012801386,2.788992219703227
2023-06-06 10:00:00,4.350942682469761,3.9291015335112585
2023-06-06 11:00:00,5.222428158707951,3.0492329702648915
2023-06-06 12:00:00,4.835342501964089,3.8484042913620717
2023-06-06 13:00:00,2.7731386968559106,3.503029222102348
2023-06-06 14:00:00,2.7553857247029576,1.5827657131530537
2023-06-06 15:00:00,2.554231461010046,1.562374824215893
2023-06-06 16:00:00,6.19599343238699,1.375932767057674
2023-06-06 17:00:00,5.008690094474376,4.764481786201754
2023-06-06 18:00:00,4.629159450291809,3.6607933632714333
2023-06-06 19:00:00,2.0396483431769257,3.308175818764842
2023-06-06 20:00:00,3.8999969867630853,0.8974090520368421
2023-06-06 21:00:00,3.068685098902641,2.628207901843074
2023-06-06 22:00:00,2.929119057214487,1.8553905777389135
2023-06-06 23:00:00,1.0,1.7254580929018273
2023-06-07 00:00:00,2.3479996533920358,-0.08080519477620429
2023-06-07 01:00:00,1.6054702628554613,1.0015434568428794
2023-06-07 02:00:00,1.8200405580720682,0.48860014629089665
2023-06-07 03:00:00,3.4172477355964266,0.5326976303254867
2023-06-07 04:00:00,1.444635654415094,1.9799723807012906
2023-06-07 05:00:00,3.81857872457208,0.28388298167622916
2023-06-07 06:00:00,3.811291149663448,2.364443813377116
