lightbulbs_active,active_wall_plugs,active_computers,active_printers,active_coffee_machines
0.3226198084253013,1.0,0.09693254098139323,0.0187004067276071,0.0
1.0564668755117501,0.0,0.5561220143822752,0.043537463913095945,0.0
1.1715184676125363,2.0,0.08916196666456572,0.14231097184955405,0.0
0.7694622208139961,0.0,0.48393744726168464,0.2034463289278051,0.0
0.2616404054885288,2.0,0.6164428349787987,0.08001503361432509,0.0
0.21197204529872482,1.0,0.3515115996512342,0.11000477016635807,0.0
0.08180289742793251,2.0,0.7922444872238108,0.09352833710504248,0.0
1.1048566590537634,1.0,0.0037132410705092676,0.19007604895282984,0.0
1.475329121009652,2.0,0.8503396057529684,0.029298286813650796,0.0
2.4439167278617395,2.0,0.4992102308408557,0.3244752050045956,0.0
0.05402699394735143,1.0,1.2997465810705502,0.3687615496263027,0.0
2.270579757802997,1.0,0.06715250619568543,0.38411143707297873,0.0
2.2529484648494873,1.0,1.4989794224544124,0.31401236785417963,0.0
0.45598485726425086,3.0,1.1987266326194872,0.13547947219743275,0.0
0.3867740945438074,0.0,1.180013335352064,0.14546519966005628,0.0
0.3214649634767605,1.0,0.17811336281002285,0.10235693439265878,0.0
0.7117810508432804,2.0,0.9823257271573005,0.23449240837017282,0.0
1.6808723064286644,2.0,0.03065221170048683,0.39328104064067754,0.0
0.9988767424201214,2.0,1.3060747698866766,0.31467223306645015,0.0
0.6999105883800464,0.0,1.1572815972612691,0.16625053099673046,0.0
1.1417567854060158,1.0,0.6601684025167889,0.22208148951411338,0.0
0.24125527657030293,1.0,0.8415970750239024,0.2631273221279362,0.0
0.4480532416599858,2.0,0.0963523382403735,0.23450489691789628,0.0
0.2933090422634144,1.0,0.2819007033734482,0.09359421146538795,0.0
0.37505317095010027,1.0,0.15954187865853703,0.08697157163408002,0.0
0.784733181728625,0.0,0.6474494901335219,0.08821101506176147,0.0
0.19551602221580755,0.0,0.558997434383242,0.02978684277081854,0.0
0.43291717118105466,0.0,0.4111675763274393,0.01728261779636775,0.0
0.5534085679698227,0.0,0.5809751793773406,0.0753427237436956,0.0
0.060783661082120674,0.0,0.3023002513292671,0.03464568137306635,0.0
0.9942252937976047,1.0,0.9819316863217864,0.1567925569707209,0.0
0.14048791381429226,0.0,0.17846893997612018,0.08833422085941393,0.0
0.06247678925918727,1.0,0.46876178413929187,0.08382474362515141,0.0
1.7365065449091588,2.0,0.897623607751285,0.011069443766783454,0.0
1.6041319088520127,2.0,0.020303432848852502,0.015924207865650845,0.0
1.4017663250122974,1.0,0.4170015533005268,0.032634856926343395,0.0
0.5766570128195458,1.0,0.02450239249163964,0.04829831476529274,0.0
0.17420096894799716,1.0,1.1844674581623882,0.2931614749076184,0.0
1.0504138978029194,0.0,0.12494648386661082,0.0878178081711935,0.0
0.6532512523103956,1.0,0.5365788570888544,0.07195542706244641,0.0
0.15420157213664068,1.0,0.6653245819980127,0.01096631339645342,0.0
