operational_presence,fabric_in_chamber,testing_schedule,workload,standby_power_down,Time
4.155691991093549,9.260780391509352,15.117311013837949,18.958396188145937,3.277851939246757,2022-07-01 00:00:00
3.5252363772548665,4.736484115517861,17.535830294008484,17.768961855142408,4.351518399090716,2022-07-01 01:00:00
4.313450636698612,4.956417863645759,11.228703491871734,16.417073017227096,2.357587988635991,2022-07-01 02:00:00
5.1910533751778125,8.493866673677843,21.454157352078575,17.22363830478477,2.5187279137268455,2022-07-01 03:00:00
3.4361315642183197,7.2118945831249786,6.492472215112738,15.401829177754419,3.3718496432942096,2022-07-01 04:00:00
3.4406708223362106,6.439271990663254,20.52086904582968,15.907683346327266,2.309204075947717,2022-07-01 05:00:00
5.251759174620915,9.376348486215988,14.509443322753448,15.574286361058284,1.7720760801568627,2022-07-01 06:00:00
4.43093540757896,7.701920121029924,18.66432197079058,14.653757731193991,2.1700235188062966,2022-07-01 07:00:00
3.189503452147364,7.42287044994352,16.091273089499715,17.64940688765439,3.416263249633549,2022-07-01 08:00:00
4.174400839605866,8.8233388735499,15.911500827722811,15.972491608881183,4.262371612345376,2022-07-01 09:00:00
3.2679255907696274,6.7124685772770505,17.142391038434443,11.402513009900527,4.3827098179749155,2022-07-01 10:00:00
3.2316922274338133,10.53188193295325,18.025905080367394,16.905185466106897,5.285337413543162,2022-07-01 11:00:00
3.1153227419414296,4.170625694284775,10.178118575152622,12.4824301470188,2.9750255879462557,2022-07-01 12:00:00
1.7343904925651787,8.60919960713013,18.729879470996853,17.036336824552304,3.8838712495518046,2022-07-01 13:00:00
1.8978772828193957,10.113255907984547,10.15329796701458,14.0743528068696,3.372388078304084,2022-07-01 14:00:00
3.062769006263324,4.495522092464394,14.478903848712688,17.747187397085817,3.423230069768288,2022-07-01 15:00:00
2.6099639949980045,6.5589198789599585,17.83506015841882,14.245546257865087,5.7033404469276405,2022-07-01 16:00:00
3.927996767240231,9.51191365506103,18.435068057043388,17.35051648498201,3.8751008718999893,2022-07-01 17:00:00
2.7079867792956143,9.5465108050957,16.307198812312905,12.638157355465257,3.9642851239109467,2022-07-01 18:00:00
2.2059685736534016,6.893553349200908,12.89951934813183,12.924072883558964,2.4731579720717267,2022-07-01 19:00:00
5.083921043910247,5.767202362623667,18.05992021342959,16.88129919279527,4.028694549893761,2022-07-01 20:00:00
3.4015416551896287,9.166507556013853,11.831806866229645,13.182178247725682,4.285649934999629,2022-07-01 21:00:00
3.710676101567164,9.65339399892169,21.578227882512603,23.395722366509606,4.753458024817106,2022-07-01 22:00:00
2.2364910720407267,4.993151819483577,14.306273443018076,16.910736980132842,4.2913237831556845,2022-07-01 23:00:00
0.40880587791715106,0.0,0.0,3.912448354386138,0.8264503743583502,2022-07-02 00:00:00
0.15615099314722475,0.5409701708419165,0.0,3.4605167207848315,0.0,2022-07-02 01:00:00
0.0,1.349630357766875,0.35639272933653193,0.0,0.0,2022-07-02 02:00:00
0.422735557920525,0.0,0.7474512436036248,3.880209435231482,0.15422458313575627,2022-07-02 03:00:00
