Time,02 Production_Electric_Active Energy (kWh),02 Production_Electric_Active Power (kW),02 Production_Electric_Apparent Power (kVa),02 Production_Electric_Power Factor (real),03 Chiller Group_Electric_Active Power (kW),03 Chiller Group_Electric_Apparent Power (kVa),03 Chiller Group_Electric_Power Factor (real),04 UTA_Electric_Active Energy (kWh),04 UTA_Electric_Active Power (kW),04 UTA_Electric_Apparent Power (kVa),04 UTA_Electric_Power Factor (real),05 Compressors_Electric_Active Energy (kWh),05 Compressors_Electric_Active Power (kW),05 Compressors_Electric_Apparent Power (kVa),05 Compressors_Electric_Power Factor (real),06 Offices_Electric_Active Energy (kWh),06 Offices_Electric_Active Power (kW),06 Offices_Electric_Apparent Power (kVa),06 Offices_Electric_Power Factor (real),07 Data Center_Electric_Active Energy (kWh),07 Data Center_Electric_Active Power (kW),07 Data Center_Electric_Apparent Power (kVa),07 Data Center_Electric_Power Factor (real),08 Technological Centers_Electric_Active Energy (kWh),08 Technological Centers_Electric_Active Power (kW),08 Technological Centers_Electric_Apparent Power (kVa),08 Technological Centers_Electric_Power Factor (real),sum_of_kWh,DataFrame Name,is_weekend,hour_sin,hour_cos,day_of_month_sin,day_of_month_cos,month_sin,month_cos,day_of_week_sin,day_of_week_cos,price_mWh,energy_cost,temp,humidity,precip,windspeed,uvindex,conditions,operational_presence,fabric_in_chamber,testing_schedule,workload,standby_power_down,lightbulbs_active,active_wall_plugs,active_computers,active_printers,active_coffee_machines,outdoor_temp,outdoor_humidity,Chiller Group_Electric_Power Factor (real)(efficiency),set_point,num_active_chiller,power_transport_vehicles,production_schedule,maintenance_status,volume_production_waste,number_of_workers,server,network_switch_poe,network_switch_non_poe,hdd,ssd,heat_index,03 Chiller Group_Electric_Active Energy (kWh)
2023-06-01 00:00:00,192.41958598726112,192.41958598726112,665.7928044889671,0.2890087579617835,12.431568471337576,16.958795507333747,0.7330573248407644,15.772133757961782,15.772133757961782,1461.4591087454337,0.0111648089171974,27.25947452229299,27.25947452229299,29.17867767597292,0.9342261146496816,3.081576433121019,3.081576433121019,3.109175223751045,0.991123407643312,0.2969665605095541,0.2969665605095541,0.3608195570005789,0.8230334394904458,24.104378980891724,24.104378980891724,99.97126883992404,0.2411226114649681,275.3656847133758,industrial_site2,0.0,0.0,1.0,0.20129852008866,0.9795299412524944,1.2246467991473532e-16,-1.0,0.4338837391175582,-0.900968867902419,94.09,25.90915727468153,14.27,0.72,2.81,15.9,9.0,"Rain, Partially cloudy",1.224357950476071,7.135334307353025,2.6854241504757317,9.318874630943258,1.3929993331414563,0.7603749425397233,3.55070185325368,0.2069984572816606,0.2754852173040046,0.0596112433935065,14.27,0.72,0.7330573248407644,18,0,77.95585287567081,74.0,30.682897744978337,27.779168523365776,60.0,1,1,1,1,1,14.27,12.431568471337576
2023-06-01 01:00:00,194.17117834394904,194.17117834394904,664.3714061875078,0.2922635350318471,12.672651273885348,17.42087612836223,0.727452229299363,16.092388535031844,16.092388535031844,5615.227868025332,0.0040501592356687,27.54418789808917,27.54418789808917,29.493892648860957,0.9338949044585988,3.1074363057324845,3.1074363057324845,3.135125665187782,0.9911679936305732,0.2969028662420382,0.2969028662420382,0.3607142518045932,0.8230971337579618,24.13176751592357,24.13176751592357,97.82613484137065,0.2466894904458598,278.0165127388535,industrial_site2,0.0,0.2588190451025207,0.9659258262890684,0.20129852008866,0.9795299412524944,1.2246467991473532e-16,-1.0,0.4338837391175582,-0.900968867902419,87.0,24.187436608280255,13.77,0.72,2.78,15.8,8.92,"Rain, Partially cloudy",1.272420838657009,2.940165289003679,2.7319258339690395,7.668839679453553,2.580988254311951,0.783659439325843,1.2579830774149303,0.2027762464832778,0.2171744771424292,0.122713820917194,13.77,0.72,0.727452229299363,18,0,79.29355027749843,43.0,30.805184436277973,24.65930567842245,148.0,1,1,1,1,1,13.77,12.672651273885348
2023-06-01 02:00:00,195.92277070063693,195.92277070063693,662.9813187552405,0.2955183121019108,12.91373407643312,17.89013290131532,0.7218471337579618,16.41264331210191,16.41264331210191,13915.896005958006,0.0030644904458598,27.82890127388535,27.82890127388535,29.80933128600484,0.9335636942675158,3.1332961783439495,3.1332961783439495,3.1610737720575948,0.9912125796178344,0.2968391719745222,0.2968391719745222,0.3606089629051492,0.8231608280254776,24.159156050955417,24.159156050955417,95.7756909854417,0.2522563694267515,280.66734076433124,industrial_site2,0.0,0.4999999999999999,0.8660254037844387,0.20129852008866,0.9795299412524944,1.2246467991473532e-16,-1.0,0.4338837391175582,-0.900968867902419,87.0,24.418058646496817,13.6,0.72,2.76,15.71,8.83,"Rain, Partially cloudy",0.0427249502746143,3.066967399191817,16.614072258438718,0.0,2.5499987482253506,0.0,1.305611667679228,2.0715544424945707,0.0,0.1199915633689984,13.6,0.72,0.7218471337579618,18,0,42.29848438242604,44.0,82.811138906239,8.42896482703223,144.0,1,1,1,1,1,13.6,12.91373407643312
2023-06-01 03:00:00,197.67436305732485,197.67436305732485,661.621518869661,0.2987730891719745,13.15481687898089,18.3667343046232,0.7162420382165605,16.73289808917197,16.73289808917197,1708.9607147467325,0.0101791401273885,28.11361464968153,28.11361464968153,30.124993825544216,0.9332324840764332,3.1591560509554144,3.1591560509554144,3.1870195446755036,0.9912571656050956,0.2967754777070063,0.2967754777070063,0.3605036902984641,0.8232245222929936,24.186544585987264,24.186544585987264,93.81380274402576,0.2578232484076433,283.31816878980896,industrial_site2,0.0,0.7071067811865475,0.7071067811865476,0.20129852008866,0.9795299412524944,1.2246467991473532e-16,-1.0,0.4338837391175582,-0.900968867902419,89.01,25.218150203980898,13.77,0.72,2.73,15.61,8.75,"Rain, Partially cloudy",2.4595341161769344,1.6939186758971558,5.2696114833098955,8.516330141850153,0.0,1.717201271339576,0.5410710316125905,0.5252806888602175,0.2405331591507186,0.0,13.77,0.72,0.7162420382165605,18,0,114.69857011589514,33.0,40.217316377705664,26.196255673615816,0.0,1,1,1,1,1,13.77,13.15481687898089
2023-06-01 04:00:00,199.42595541401275,199.42595541401275,660.2910273212947,0.3020278662420382,13.39589968152866,18.850854132287125,0.7106369426751593,17.053152866242037,17.053152866242037,998.8051122961984,0.0172937898089172,28.398328025477703,28.398328025477703,30.440880505956905,0.9329012738853504,3.1850159235668793,3.1850159235668793,3.2129629833564732,0.9913017515923568,0.2967117834394904,0.2967117834394904,0.3603984339807563,0.8232882165605095,24.21393312101911,24.21393312101911,91.93485430859104,0.263390127388535,285.9689968152866,industrial_site2,0.0,0.8660254037844386,0.5000000000000001,0.20129852008866,0.9795299412524944,1.2246467991473532e-16,-1.0,0.4338837391175582,-0.900968867902419,81.0,23.16348874203821,14.27,0.72,2.7,15.52,8.67,"Rain, Partially cloudy",2.4957500097560423,4.078623024404814,11.63052830775565,9.26019106981495,1.8484230293850568,1.7308541615144075,1.8113536839269084,1.375872427768272,0.2630164049207326,0.0800088261125843,14.27,0.72,0.7106369426751593,18,0,115.68085767966784,51.0,64.01865984757698,27.56494760264968,88.0,1,1,1,1,1,14.27,13.39589968152866
2023-06-01 05:00:00,201.17754777070064,201.17754777070064,658.9889066620084,0.3052826433121019,13.636982484076432,19.342671705182997,0.705031847133758,17.3734076433121,17.3734076433121,716.2532494004054,0.0244084394904458,28.683041401273883,28.683041401273883,30.756991566059547,0.9325700636942676,3.2108757961783443,3.2108757961783443,3.2389040884154117,0.991346337579618,0.2966480891719745,0.2966480891719745,0.3602931939482456,0.8233519108280254,24.241321656050957,24.241321656050957,90.1336948964456,0.2689570063694267,288.6198248407643,industrial_site2,0.0,0.9659258262890684,0.2588190451025207,0.20129852008866,0.9795299412524944,1.2246467991473532e-16,-1.0,0.4338837391175582,-0.900968867902419,80.1,23.11844796974522,15.06,0.72,2.68,15.42,8.58,"Rain, Partially cloudy",2.36061818134673,0.8270823468491768,13.022145269863564,11.860958923178348,0.0,1.6052013537126546,0.0296096546279525,1.5537451978123418,0.3481702594229494,0.0,15.06,0.72,0.705031847133758,18,0,111.52271358378798,27.0,69.1851288336814,32.415340016805914,0.0,1,1,1,1,1,15.06,13.636982484076432
2023-06-01 06:00:00,202.92914012738856,202.92914012738856,657.7142590021799,0.3085374203821656,13.878065286624205,19.842372092525395,0.6994267515923567,17.693662420382164,17.693662420382164,563.3602359345471,0.0315230891719745,28.967754777070063,28.967754777070063,31.073327245008144,0.9322388535031848,3.2367356687898092,3.2367356687898092,3.2648428601671697,0.991390923566879,0.2965843949044586,0.2965843949044586,0.360187970197153,0.8234156050955413,24.268710191082803,24.268710191082803,88.40559159147261,0.2745238853503184,291.270652866242,industrial_site2,0.0,1.0,6.123233995736766e-17,0.20129852008866,0.9795299412524944,1.2246467991473532e-16,-1.0,0.4338837391175582,-0.900968867902419,88.1,25.66094451751592,16.1,0.72,2.65,15.32,8.5,"Rain, Partially cloudy",0.9712915316195904,7.530809587136821,5.667719659895175,2.6024977935002327,1.5814439456996228,0.4598881561795068,3.638643202841133,0.5476224546615814,0.0330751357475151,0.0634943071545325,16.1,0.72,0.6994267515923567,18,0,69.73872484837324,77.0,41.55393817449967,15.02967808775932,65.0,1,1,1,1,1,16.1,13.878065286624205
2023-06-01 07:00:00,204.68073248407643,204.68073248407643,656.4662239458464,0.3117921974522293,14.119148089171972,20.350146344066676,0.6938216560509554,18.013917197452226,18.013917197452226,467.346608877979,0.0386377388535032,29.252468152866243,29.252468152866243,31.38988778229871,0.931907643312102,3.262595541401274,3.262595541401274,3.290779298926542,0.99143550955414,0.2965207006369427,0.2965207006369427,0.3600827627237002,0.8234792993630573,24.29609872611465,24.29609872611465,86.74618780997797,0.2800907643312101,293.92148089171974,industrial_site2,0.0,0.9659258262890684,-0.2588190451025206,0.20129852008866,0.9795299412524944,1.2246467991473532e-16,-1.0,0.4338837391175582,-0.900968867902419,98.5,28.95126586783439,17.31,0.72,2.62,15.23,8.42,"Rain, Partially cloudy",0.9227746606140794,5.893665467278193,7.991644949687417,6.291515158489831,1.10047774845846,0.4046533087470435,2.731094909535107,0.8517064645659167,0.1549574112671161,0.0364733082839905,17.31,0.72,0.6938216560509554,18,0,68.1790294746074,64.0,50.216563389420315,21.920538336214687,27.0,1,1,1,1,1,17.31,14.119148089171972
2023-06-01 08:00:00,206.43232484076432,206.43232484076432,655.2439766538546,0.315046974522293,14.360230891719745,20.866191733643205,0.6882165605095542,18.33417197452229,18.33417197452229,401.40009536064713,0.0457523885350318,29.53718152866242,29.53718152866242,31.70667341776786,0.931576433121019,3.288455414012739,3.288455414012739,3.316713405008266,0.9914800955414012,0.2964570063694267,0.2964570063694267,0.3599775715241105,0.8235429936305732,24.323487261146497,24.323487261146497,85.15146662410143,0.2856576433121018,296.57230891719746,industrial_site2,0.0,0.8660254037844387,-0.4999999999999998,0.20129852008866,0.9795299412524944,1.2246467991473532e-16,-1.0,0.4338837391175582,-0.900968867902419,99.07,29.38141864442675,18.6,0.72,2.59,15.13,8.33,"Rain, Partially cloudy",0.3653284031022472,5.285494197408527,7.043716542160999,8.9038996152442,0.8215308250015985,0.0,2.380735414498104,0.7128632801957385,0.2405033261337781,0.0203613501978008,18.6,0.72,0.6882165605095542,18,1,51.351452505651906,60.0,46.60973723939599,26.79271188172899,5.0,1,1,1,1,1,18.6,14.360230891719745
2023-06-01 09:00:00,208.18391719745225,208.18391719745225,654.0467260258476,0.3183017515923567,14.601313694267514,21.3907120147209,0.6826114649681528,18.654426751592354,18.654426751592354,353.2921097018897,0.0528670382165605,29.821894904458595,29.821894904458595,32.02368439159339,0.9312452229299364,3.314315286624204,3.314315286624204,3.342645178727023,0.9915246815286624,0.2963933121019108,0.2963933121019108,0.3598723965946082,0.8236066878980891,24.350875796178343,24.350875796178343,83.61771829265116,0.2912245222929936,299.2231369426752,industrial_site2,0.0,0.7071067811865476,-0.7071067811865475,0.20129852008866,0.9795299412524944,1.2246467991473532e-16,-1.0,0.4338837391175582,-0.900968867902419,87.3,26.122179855095546,19.89,0.72,2.57,15.04,8.25,"Rain, Partially cloudy",1.7712923797882838,0.5939817444750815,0.3009501094746936,4.639464719550956,2.5366755171776587,1.0629169518257056,0.0,0.0,0.0939565878553332,0.1119303393557889,19.89,0.72,0.6826114649681528,19,1,93.42618256263248,25.0,21.27226849502209,18.770849141404035,132.0,1,1,1,1,1,19.89,14.601313694267514
